N,P,K,soil_type,soil_moisture,temperature,humidity,ph,rainfall,season,water_availability,water_ph,location,label
111,64,35,alluvial,high,27.6,94.3,5.3,279.2,kharif,high,5.3,Western Maharashtra,rice
112,57,42,black,high,28.7,80.1,5.9,261.2,kharif,high,6.6,Konkan,rice
107,57,121,alluvial,medium,16.9,55.9,5.2,61.1,rabi,medium,6.9,Western Maharashtra,potato
121,86,84,black,medium,27.3,66.9,4.9,194.1,kharif,high,6.9,Marathwada,turmeric
39,77,50,red,medium,33.6,43.1,5.8,107.1,kharif,medium,6.6,Khandesh,groundnut
129,49,112,alluvial,medium,30.0,48.6,6.6,32.2,zaid,medium,6.0,Khandesh,watermelon
152,44,70,red,medium,28.8,70.9,6.3,245.9,zaid,low,6.7,Western Maharashtra,mango
112,45,22,black,medium,21.3,71.8,6.8,62.4,kharif,low,6.4,Khandesh,cotton
117,61,84,red,medium,18.1,38.5,6.6,60.1,zaid,medium,6.4,Marathwada,tomato
108,77,123,red,medium,30.2,70.7,7.4,75.2,rabi,medium,6.6,Vidarbha,orange
147,59,131,alluvial,medium,24.4,66.5,7.2,64.9,zaid,medium,7.5,Marathwada,tomato
78,52,90,red,high,31.1,68.0,6.4,74.4,zaid,medium,7.2,Western Maharashtra,watermelon
83,55,68,red,low,29.7,83.4,6.1,220.1,zaid,medium,5.2,Konkan,cashew
123,43,105,red,medium,26.1,61.1,6.5,97.9,zaid,medium,6.9,Western Maharashtra,tomato
104,74,82,red,low,32.1,75.0,5.5,246.0,zaid,medium,7.2,Western Maharashtra,mango
160,49,89,laterite,medium,32.4,73.6,6.6,217.8,zaid,low,6.3,Western Maharashtra,mango
195,118,90,black,high,25.8,73.9,7.2,167.1,kharif,high,7.6,Marathwada,sugarcane
49,36,19,laterite,low,39.2,48.7,6.9,57.7,kharif,low,7.1,Western Maharashtra,bajra
41,61,22,black,low,30.1,49.2,4.7,66.4,kharif,low,7.2,Marathwada,tur
52,42,65,red,medium,28.1,82.0,5.8,148.9,zaid,medium,6.6,Konkan,cashew
128,43,51,red,medium,18.7,60.6,6.3,120.3,kharif,medium,6.5,Marathwada,maize
149,80,116,black,medium,14.2,50.1,6.7,68.6,rabi,medium,6.6,Marathwada,grapes
145,55,75,alluvial,low,20.8,59.8,6.7,92.1,rabi,medium,6.9,Western Maharashtra,onion
134,61,34,black,medium,23.2,80.9,6.0,90.3,kharif,low,6.6,Khandesh,cotton
141,100,137,black,medium,24.4,57.2,6.4,61.8,kharif,medium,6.9,Marathwada,tomato
93,64,50,laterite,low,30.9,72.3,5.6,305.4,zaid,low,6.3,Konkan,cashew
151,54,81,alluvial,low,27.3,66.2,6.4,63.0,kharif,medium,7.8,Western Maharashtra,onion
126,42,63,black,medium,8.0,64.2,7.1,51.8,rabi,medium,6.9,Western Maharashtra,wheat
132,52,89,laterite,medium,33.4,72.9,5.7,153.8,zaid,medium,5.6,Western Maharashtra,mango
31,67,37,alluvial,medium,21.4,54.9,6.9,59.8,kharif,medium,7.3,Vidarbha,soybean
152,99,180,laterite,medium,24.6,48.4,7.0,32.7,rabi,medium,7.5,Marathwada,grapes
27,58,32,red,medium,30.3,52.8,6.1,39.3,kharif,medium,7.2,Vidarbha,tur
88,37,31,laterite,medium,29.8,68.5,5.6,243.6,zaid,low,6.2,Konkan,cashew
96,32,35,red,medium,27.6,46.9,7.6,63.8,kharif,medium,8.0,Marathwada,jowar
45,85,40,alluvial,medium,17.3,50.0,6.7,79.2,kharif,medium,7.1,Marathwada,soybean
97,60,22,red,low,37.0,68.0,6.9,70.0,kharif,medium,7.4,Khandesh,cotton
119,54,109,black,medium,13.0,60.7,6.0,51.9,rabi,medium,6.8,Vidarbha,orange
129,50,72,black,medium,28.7,62.1,6.5,105.7,kharif,medium,7.3,Vidarbha,maize
89,44,37,black,low,29.4,73.5,7.1,65.7,kharif,medium,6.8,Vidarbha,cotton
137,74,64,alluvial,medium,30.0,62.8,5.6,60.1,rabi,medium,6.9,Western Maharashtra,maize
123,48,34,black,low,33.2,59.9,6.6,112.6,kharif,low,7.4,Vidarbha,cotton
121,67,158,alluvial,medium,20.0,56.6,5.7,62.9,rabi,medium,6.8,Western Maharashtra,potato
91,52,106,alluvial,high,34.2,49.0,6.9,45.3,zaid,medium,8.0,Western Maharashtra,watermelon
108,58,109,black,low,29.8,55.6,5.7,39.8,rabi,medium,7.1,Khandesh,onion
123,53,32,black,medium,20.3,59.4,7.3,84.1,kharif,low,6.3,Vidarbha,cotton
53,31,38,black,low,26.3,42.0,7.2,45.7,kharif,low,7.2,Western Maharashtra,bajra
82,84,124,red,medium,13.3,67.4,5.9,82.7,rabi,medium,7.4,Western Maharashtra,potato
100,53,68,alluvial,high,35.3,49.0,6.2,57.0,zaid,medium,6.6,Khandesh,watermelon
120,66,111,black,medium,24.3,54.9,6.4,74.7,kharif,medium,6.9,Marathwada,tomato
131,72,102,alluvial,medium,28.3,85.3,4.7,200.2,kharif,high,5.5,Western Maharashtra,turmeric
115,67,79,red,low,32.1,68.9,7.3,214.8,zaid,low,6.7,Western Maharashtra,mango
134,83,147,alluvial,medium,20.6,62.0,5.9,74.7,rabi,medium,6.0,Western Maharashtra,potato
142,78,127,black,high,28.0,72.7,5.8,257.5,kharif,high,6.4,Marathwada,turmeric
93,76,112,alluvial,medium,27.4,61.7,6.9,102.6,zaid,medium,7.7,Western Maharashtra,tomato
138,62,133,black,medium,27.2,75.7,5.7,210.8,kharif,medium,5.7,Marathwada,turmeric
54,63,33,red,low,28.2,47.1,6.1,56.9,kharif,medium,7.3,Vidarbha,tur
67,35,24,black,low,32.8,54.1,8.1,62.7,rabi,low,7.0,Vidarbha,jowar
66,65,38,black,medium,24.1,63.7,7.0,90.6,kharif,medium,7.1,Marathwada,soybean
129,76,131,laterite,medium,17.7,69.7,7.2,96.5,rabi,medium,7.6,Marathwada,grapes
97,41,34,red,medium,33.3,60.1,6.8,50.4,kharif,medium,7.4,Marathwada,jowar
76,50,102,alluvial,high,21.6,39.6,5.9,26.3,zaid,medium,6.6,Western Maharashtra,watermelon
123,39,108,black,medium,27.6,55.9,7.6,94.8,rabi,medium,7.4,Vidarbha,orange
96,69,141,red,medium,34.3,44.7,7.9,36.1,zaid,low,7.1,Marathwada,pomegranate
63,46,23,red,medium,25.7,47.7,6.8,43.8,kharif,medium,8.1,Vidarbha,jowar
19,70,23,black,medium,20.5,43.8,6.5,53.1,kharif,low,6.8,Vidarbha,tur
92,62,44,black,high,18.4,87.2,5.8,347.3,kharif,high,6.1,Western Maharashtra,rice
57,58,53,alluvial,medium,25.0,58.7,6.9,97.8,kharif,medium,6.9,Khandesh,groundnut
50,79,53,alluvial,medium,25.2,58.7,6.5,72.4,kharif,medium,7.2,Khandesh,groundnut
206,77,97,alluvial,medium,22.3,90.7,7.1,178.1,kharif,high,7.2,Western Maharashtra,sugarcane
86,37,40,laterite,medium,28.4,71.0,5.2,241.3,zaid,low,5.5,Konkan,cashew
170,110,77,black,high,26.3,76.2,6.7,159.2,kharif,high,7.1,Marathwada,sugarcane
122,65,31,alluvial,medium,21.4,63.3,6.3,88.1,rabi,medium,7.1,Marathwada,maize
87,36,27,black,low,30.3,47.6,6.3,73.2,rabi,low,7.6,Vidarbha,jowar
83,82,150,laterite,medium,17.8,29.5,6.6,60.9,rabi,medium,6.7,Marathwada,grapes
134,69,115,red,medium,37.5,44.1,7.3,160.0,rabi,medium,7.4,Vidarbha,orange
168,134,111,black,medium,28.7,84.1,7.2,293.4,rabi,high,7.2,Marathwada,sugarcane
118,67,92,red,medium,26.7,44.0,6.8,59.6,rabi,medium,7.0,Marathwada,grapes
95,65,59,alluvial,high,20.3,80.0,5.8,220.0,kharif,high,6.1,Western Maharashtra,rice
131,86,85,alluvial,high,31.0,92.4,7.1,221.9,kharif,high,7.3,Western Maharashtra,turmeric
114,130,142,black,medium,34.1,41.0,8.2,100.2,rabi,medium,7.2,Western Maharashtra,grapes
98,70,99,laterite,medium,36.9,70.5,6.9,90.0,zaid,low,6.3,Western Maharashtra,mango
36,41,30,red,low,25.5,45.8,5.4,47.2,kharif,medium,7.5,Marathwada,tur
67,29,23,laterite,low,30.1,62.2,7.2,28.9,kharif,low,6.9,Marathwada,bajra
103,40,41,laterite,medium,40.0,73.8,5.2,225.6,zaid,low,6.2,Konkan,cashew
29,59,68,alluvial,medium,27.5,82.8,7.5,73.6,kharif,medium,7.0,Vidarbha,soybean
138,95,124,red,low,29.6,45.0,5.6,53.4,rabi,medium,6.9,Western Maharashtra,pomegranate
50,73,24,alluvial,medium,32.4,62.9,5.5,72.4,kharif,medium,6.9,Western Maharashtra,soybean
119,56,104,laterite,low,36.9,88.1,5.1,269.1,zaid,medium,5.9,Konkan,mango
123,80,53,red,low,22.5,72.3,6.1,222.7,zaid,medium,6.5,Western Maharashtra,mango
130,71,180,laterite,medium,30.2,49.4,8.3,86.5,rabi,medium,7.5,Western Maharashtra,grapes
130,40,32,alluvial,high,23.1,77.7,6.4,310.0,kharif,high,6.2,Konkan,rice
52,65,49,black,medium,22.0,51.9,6.7,74.2,kharif,medium,7.6,Marathwada,soybean
87,52,32,alluvial,medium,22.4,65.2,5.7,70.3,kharif,medium,7.7,Marathwada,soybean
159,49,106,black,low,17.6,54.8,7.4,82.2,rabi,medium,6.9,Khandesh,onion
69,61,53,black,medium,21.4,43.4,6.6,38.8,rabi,medium,6.8,Vidarbha,wheat
33,89,57,alluvial,medium,31.1,60.3,6.9,89.5,kharif,medium,7.3,Khandesh,groundnut
66,26,22,black,low,26.2,38.7,6.4,58.9,kharif,low,7.0,Marathwada,jowar
96,61,118,black,medium,26.9,54.8,6.9,55.2,kharif,medium,7.0,Marathwada,tomato
134,77,144,black,medium,21.0,35.2,6.1,59.9,rabi,low,7.0,Western Maharashtra,pomegranate
120,72,119,alluvial,medium,25.0,73.1,5.9,211.6,kharif,medium,6.4,Marathwada,turmeric
153,50,119,alluvial,medium,29.5,54.5,6.7,97.1,rabi,medium,6.3,Western Maharashtra,tomato
134,47,104,black,high,25.1,80.6,6.1,171.8,kharif,medium,7.5,Marathwada,turmeric
100,24,57,black,medium,17.6,31.5,6.6,57.8,rabi,medium,7.2,Vidarbha,wheat
34,64,37,black,medium,27.6,65.2,7.0,86.3,kharif,medium,7.2,Vidarbha,soybean
131,78,174,alluvial,medium,19.2,55.2,6.4,41.7,rabi,medium,6.3,Western Maharashtra,potato
176,96,173,black,medium,33.8,44.8,8.2,82.4,rabi,medium,6.8,Marathwada,grapes
75,50,28,red,low,25.2,55.1,7.3,50.5,kharif,medium,6.4,Western Maharashtra,jowar
120,78,111,alluvial,medium,31.6,67.4,6.2,149.9,kharif,high,6.6,Marathwada,turmeric
43,18,17,laterite,low,33.3,44.5,7.2,34.6,kharif,low,7.1,Khandesh,bajra
82,56,55,red,medium,33.2,77.3,5.4,278.7,zaid,low,4.8,Konkan,cashew
99,82,97,alluvial,medium,20.2,55.1,6.6,48.4,kharif,medium,6.3,Marathwada,tomato
78,41,33,red,medium,31.4,39.5,6.2,54.4,rabi,medium,6.7,Marathwada,jowar
50,91,56,alluvial,medium,29.6,49.4,6.6,67.1,kharif,medium,6.6,Western Maharashtra,groundnut
25,59,61,red,medium,26.8,53.0,7.3,40.9,kharif,medium,6.9,Khandesh,groundnut
116,63,47,black,high,28.8,81.0,5.3,268.9,kharif,high,5.9,Western Maharashtra,rice
110,55,161,red,medium,19.5,59.8,6.0,81.8,rabi,medium,5.6,Vidarbha,potato
36,61,36,red,medium,34.1,50.4,6.0,102.7,kharif,medium,6.6,Western Maharashtra,groundnut
127,54,27,red,low,31.8,50.3,7.1,95.4,kharif,medium,6.8,Vidarbha,cotton
185,137,105,alluvial,high,29.0,82.8,7.0,290.9,rabi,high,7.3,Western Maharashtra,sugarcane
188,100,110,black,medium,27.8,79.9,7.9,164.8,kharif,high,6.7,Western Maharashtra,sugarcane
118,85,159,alluvial,medium,21.4,57.8,6.2,69.6,rabi,medium,6.3,Western Maharashtra,potato
123,66,151,red,medium,22.3,58.0,4.9,78.9,rabi,medium,6.7,Vidarbha,potato
37,72,34,alluvial,medium,26.4,55.2,6.4,72.8,kharif,medium,7.4,Khandesh,groundnut
43,66,28,black,medium,29.3,47.2,6.6,55.0,kharif,medium,7.1,Marathwada,tur
44,54,51,red,medium,32.4,57.2,6.5,54.5,kharif,medium,8.2,Khandesh,groundnut
54,41,56,laterite,low,23.3,78.6,5.0,268.8,zaid,low,6.3,Konkan,cashew
61,57,29,alluvial,medium,25.0,63.7,6.4,76.6,kharif,medium,6.6,Western Maharashtra,soybean
86,58,106,laterite,medium,20.2,89.5,6.8,209.5,zaid,low,6.4,Konkan,mango
106,78,139,alluvial,medium,22.9,52.9,6.6,104.4,kharif,medium,7.6,Khandesh,onion
112,58,89,laterite,medium,26.9,84.8,5.5,139.8,zaid,low,6.0,Western Maharashtra,mango
128,124,182,black,medium,32.3,54.5,6.8,66.2,rabi,medium,7.5,Marathwada,grapes
40,76,44,alluvial,medium,27.0,44.7,7.0,101.4,kharif,medium,7.3,Khandesh,groundnut
103,35,68,laterite,low,33.4,74.5,5.2,226.2,zaid,medium,5.9,Konkan,cashew
125,80,135,black,medium,22.0,68.7,5.3,228.7,kharif,high,6.6,Marathwada,turmeric
95,69,41,alluvial,medium,13.9,45.4,6.8,30.0,rabi,medium,7.8,Western Maharashtra,wheat
130,74,110,black,medium,24.0,53.1,6.2,65.5,rabi,medium,6.9,Vidarbha,orange
75,27,43,red,medium,32.2,73.6,4.7,259.0,zaid,low,5.8,Konkan,cashew
118,68,121,red,medium,16.5,59.9,5.3,74.4,rabi,medium,6.8,Vidarbha,potato
150,83,175,laterite,medium,40.0,54.8,7.1,58.5,rabi,medium,6.5,Western Maharashtra,grapes
78,38,39,black,medium,23.5,43.4,5.4,61.5,rabi,medium,6.6,Western Maharashtra,jowar
130,58,35,laterite,high,29.6,88.1,6.2,245.5,kharif,high,6.7,Konkan,rice
114,73,140,alluvial,medium,24.4,75.9,5.2,81.7,rabi,medium,7.1,Vidarbha,potato
90,52,110,red,medium,32.5,68.7,5.6,213.8,zaid,medium,6.6,Konkan,mango
135,58,140,alluvial,medium,32.0,82.8,6.6,236.9,rabi,high,7.4,Marathwada,sugarcane
30,58,44,alluvial,medium,25.2,62.0,5.6,77.1,kharif,medium,7.8,Marathwada,soybean
114,66,46,laterite,high,27.8,84.5,5.9,235.0,kharif,high,5.9,Western Maharashtra,rice
93,55,41,black,medium,32.1,60.1,7.7,87.6,kharif,medium,6.8,Vidarbha,cotton
177,98,120,alluvial,high,29.9,74.5,7.2,201.4,kharif,high,7.1,Western Maharashtra,sugarcane
134,51,91,red,medium,25.6,60.4,6.6,89.0,rabi,medium,7.0,Vidarbha,orange
126,59,32,black,high,26.9,92.5,6.0,282.4,kharif,high,6.2,Konkan,rice
107,62,107,alluvial,medium,17.7,67.0,7.6,88.6,kharif,medium,7.0,Western Maharashtra,onion
104,62,95,red,high,31.1,57.9,7.2,68.4,zaid,medium,6.4,Western Maharashtra,watermelon
120,76,154,red,medium,22.6,58.8,7.1,82.4,rabi,medium,6.6,Western Maharashtra,tomato
39,55,50,alluvial,medium,19.6,54.3,6.9,63.3,kharif,medium,7.1,Khandesh,groundnut
125,58,35,black,low,28.6,63.7,6.7,71.8,kharif,low,6.9,Marathwada,cotton
175,92,140,black,high,31.7,71.9,7.5,185.4,kharif,high,6.5,Western Maharashtra,sugarcane
121,71,122,red,medium,31.1,26.0,5.8,35.9,zaid,medium,7.1,Western Maharashtra,pomegranate
108,55,101,red,high,30.8,58.0,6.6,61.7,zaid,medium,6.4,Khandesh,watermelon
125,78,104,black,medium,27.2,56.4,5.7,109.8,rabi,medium,6.9,Vidarbha,orange
131,43,74,alluvial,low,31.1,46.5,6.0,47.3,rabi,medium,7.9,Western Maharashtra,onion
121,85,127,black,low,26.7,35.2,7.3,70.1,rabi,medium,7.1,Western Maharashtra,pomegranate
36,76,49,alluvial,medium,30.3,60.4,6.9,103.7,kharif,medium,7.1,Western Maharashtra,groundnut
121,88,143,black,medium,23.3,99.1,6.3,168.4,kharif,medium,6.4,Western Maharashtra,turmeric
52,40,24,red,low,31.2,44.9,6.6,75.2,kharif,low,7.3,Khandesh,bajra
61,21,27,red,low,31.2,56.7,7.4,46.0,kharif,low,6.9,Western Maharashtra,bajra
158,54,61,black,medium,32.6,74.0,6.2,110.8,kharif,medium,6.3,Western Maharashtra,maize
105,54,56,laterite,high,23.5,80.2,4.4,360.9,kharif,high,6.6,Vidarbha,rice
188,86,107,alluvial,high,26.5,72.7,7.4,174.9,kharif,high,7.2,Western Maharashtra,sugarcane
99,69,129,red,medium,17.1,59.9,6.2,97.5,rabi,medium,7.2,Western Maharashtra,potato
94,53,45,alluvial,high,37.5,95.0,6.1,365.6,kharif,high,6.4,Western Maharashtra,rice
61,27,53,red,medium,18.7,67.6,5.3,300.4,zaid,medium,6.1,Konkan,cashew
63,43,63,alluvial,high,27.6,89.4,4.4,212.0,kharif,high,5.8,Western Maharashtra,rice
107,49,91,alluvial,low,20.8,53.7,7.0,73.2,rabi,medium,7.1,Khandesh,onion
105,71,38,alluvial,high,29.3,75.5,6.3,267.5,kharif,high,6.7,Vidarbha,rice
109,77,92,black,medium,26.0,74.2,7.3,93.3,rabi,medium,7.4,Marathwada,maize
201,97,102,alluvial,high,28.6,85.0,7.5,214.6,rabi,high,7.5,Western Maharashtra,sugarcane
100,43,26,black,low,23.5,76.3,6.6,91.2,kharif,medium,6.7,Marathwada,cotton
165,87,94,black,medium,28.0,59.5,6.8,172.0,kharif,high,7.2,Western Maharashtra,sugarcane
69,34,21,black,medium,23.3,73.2,5.7,30.0,kharif,medium,7.2,Marathwada,soybean
107,65,41,alluvial,medium,17.7,75.0,7.4,67.3,rabi,medium,6.3,Vidarbha,wheat
82,34,42,black,high,27.2,82.6,5.7,242.3,kharif,high,6.4,Western Maharashtra,rice
40,59,36,black,medium,20.0,66.1,7.0,77.7,kharif,medium,7.3,Western Maharashtra,soybean
67,70,34,alluvial,medium,22.2,65.8,5.3,95.1,kharif,medium,7.1,Western Maharashtra,soybean
114,79,118,red,medium,20.6,65.4,7.0,105.5,zaid,medium,7.0,Western Maharashtra,tomato
108,57,30,black,high,22.5,78.3,6.4,254.0,kharif,high,6.2,Konkan,rice
90,44,45,black,medium,12.1,47.3,6.9,76.8,rabi,medium,7.2,Western Maharashtra,wheat
97,41,121,red,low,33.4,52.2,7.6,79.5,zaid,medium,7.8,Western Maharashtra,pomegranate
111,49,135,red,medium,33.9,41.9,5.4,51.6,zaid,medium,7.7,Khandesh,watermelon
97,86,41,black,medium,17.5,48.1,6.7,38.3,rabi,medium,7.1,Western Maharashtra,wheat
195,92,99,black,high,27.0,76.4,7.0,260.4,kharif,high,7.1,Western Maharashtra,sugarcane
103,68,110,laterite,medium,28.7,71.6,6.7,159.4,zaid,low,6.5,Western Maharashtra,mango
107,33,127,red,low,20.2,50.4,7.2,51.5,rabi,medium,6.4,Khandesh,onion
121,83,164,red,medium,37.1,54.8,6.7,67.0,rabi,medium,7.4,Marathwada,grapes
164,105,123,black,high,25.4,76.9,5.5,212.4,kharif,high,7.1,Marathwada,sugarcane
71,42,34,red,low,26.7,66.7,6.4,86.5,kharif,low,6.9,Vidarbha,cotton
46,49,33,black,low,39.9,44.0,8.1,71.2,kharif,medium,6.0,Vidarbha,jowar
149,73,102,alluvial,medium,33.0,93.5,7.5,258.4,kharif,high,7.2,Marathwada,sugarcane
73,44,23,black,low,28.2,47.0,7.5,71.6,rabi,low,6.3,Marathwada,jowar
70,39,29,red,medium,31.4,41.7,7.1,81.5,kharif,low,7.1,Vidarbha,jowar
88,30,26,black,medium,23.2,63.4,7.5,78.5,rabi,low,7.5,Vidarbha,jowar
133,89,121,black,medium,31.6,68.7,5.6,216.4,kharif,medium,7.1,Marathwada,turmeric
32,59,26,black,low,32.5,41.3,5.4,60.3,kharif,medium,6.8,Vidarbha,tur
72,32,30,laterite,low,27.0,46.5,6.6,43.1,kharif,low,6.8,Western Maharashtra,bajra
107,53,50,laterite,high,23.5,81.7,6.5,200.4,kharif,high,7.2,Western Maharashtra,rice
77,36,38,red,medium,32.2,43.7,7.0,53.1,rabi,low,6.6,Western Maharashtra,jowar
128,70,67,red,medium,21.9,57.4,7.2,66.3,kharif,medium,7.0,Marathwada,maize
134,86,95,red,medium,29.7,63.1,6.6,92.6,rabi,medium,6.5,Vidarbha,orange
126,67,56,black,low,24.1,59.0,6.8,71.9,kharif,medium,7.0,Western Maharashtra,onion
143,76,137,alluvial,medium,29.2,67.7,5.4,56.2,rabi,medium,7.6,Western Maharashtra,potato
103,46,39,laterite,high,27.4,75.8,6.2,271.7,kharif,high,6.3,Vidarbha,rice
138,92,143,red,medium,23.5,61.2,5.7,47.0,rabi,medium,6.6,Vidarbha,potato
150,67,111,black,medium,17.7,70.5,6.8,108.0,rabi,medium,6.8,Vidarbha,orange
72,29,45,red,medium,28.2,73.8,4.9,239.7,zaid,low,5.7,Konkan,cashew
94,39,25,red,medium,32.5,73.7,5.6,201.6,zaid,low,5.6,Konkan,cashew
89,57,34,alluvial,high,24.1,86.8,5.7,333.6,kharif,high,6.3,Konkan,rice
65,55,91,red,high,32.6,36.6,7.2,65.5,zaid,medium,6.3,Khandesh,watermelon
172,84,118,black,medium,30.7,80.0,8.3,198.1,kharif,high,7.5,Western Maharashtra,sugarcane
193,121,146,alluvial,high,31.7,75.3,7.8,242.5,kharif,high,7.9,Marathwada,sugarcane
84,33,67,red,medium,28.5,95.8,5.1,241.0,zaid,medium,6.8,Konkan,cashew
118,84,170,red,medium,39.5,31.1,6.9,27.9,zaid,medium,6.9,Western Maharashtra,pomegranate
129,69,95,red,medium,26.1,63.5,5.8,217.8,zaid,low,5.7,Konkan,mango
106,66,61,red,medium,23.3,46.9,5.5,113.9,rabi,medium,7.4,Marathwada,maize
148,123,120,black,high,32.5,73.1,7.8,245.6,kharif,high,7.0,Western Maharashtra,sugarcane
136,97,80,black,high,23.4,84.8,8.0,229.4,kharif,medium,6.1,Western Maharashtra,turmeric
129,81,98,black,medium,24.8,75.3,6.2,67.9,zaid,medium,6.9,Western Maharashtra,tomato
74,30,45,laterite,medium,26.5,82.4,5.3,280.9,zaid,low,5.4,Konkan,cashew
101,35,45,alluvial,high,27.9,87.6,5.8,240.7,kharif,high,7.0,Konkan,rice
94,79,46,black,medium,13.5,47.5,6.0,73.9,rabi,medium,6.7,Vidarbha,wheat
107,47,45,alluvial,high,28.3,83.0,5.7,216.8,kharif,high,6.6,Vidarbha,rice
98,54,143,alluvial,low,32.1,38.8,7.4,72.6,rabi,medium,7.5,Marathwada,pomegranate
134,61,99,alluvial,high,31.6,43.2,6.7,82.2,zaid,medium,6.7,Western Maharashtra,watermelon
73,25,30,black,low,38.5,48.8,7.7,11.2,kharif,low,7.3,Khandesh,bajra
173,86,128,alluvial,medium,26.7,84.4,6.7,167.8,kharif,high,7.5,Marathwada,sugarcane
124,54,40,alluvial,medium,19.7,50.6,6.9,12.1,rabi,medium,6.5,Vidarbha,wheat
95,79,175,red,medium,19.2,52.6,6.1,93.6,rabi,medium,6.0,Vidarbha,potato
183,50,183,laterite,medium,31.3,42.4,6.7,38.3,rabi,medium,6.7,Western Maharashtra,grapes
114,50,81,red,low,21.1,69.3,6.9,61.6,rabi,medium,6.1,Khandesh,onion
134,66,90,red,medium,28.2,68.8,6.4,160.6,zaid,medium,7.1,Konkan,mango
100,32,48,laterite,medium,33.3,77.1,5.0,202.1,zaid,medium,6.3,Konkan,cashew
122,65,118,alluvial,medium,27.4,63.6,7.2,51.4,kharif,medium,6.5,Khandesh,onion
90,32,14,red,medium,22.9,44.6,6.9,60.2,kharif,low,7.4,Marathwada,jowar
121,80,128,alluvial,medium,23.1,67.0,6.1,94.9,rabi,medium,5.7,Western Maharashtra,potato
143,67,71,red,medium,22.1,59.8,7.4,91.3,rabi,medium,7.3,Marathwada,maize
41,57,19,black,medium,29.8,52.5,6.3,56.4,kharif,medium,7.5,Vidarbha,tur
92,60,101,red,medium,30.4,57.2,6.5,22.7,zaid,medium,7.5,Khandesh,watermelon
32,60,47,black,medium,25.3,58.6,6.7,47.0,kharif,medium,7.4,Vidarbha,soybean
119,34,24,laterite,high,27.4,73.9,4.9,310.8,kharif,high,6.9,Konkan,rice
88,67,76,black,low,26.4,43.7,6.3,60.8,rabi,medium,7.1,Western Maharashtra,onion
125,49,112,red,low,21.5,58.4,7.4,54.2,kharif,medium,7.2,Western Maharashtra,onion
71,22,29,laterite,low,33.0,51.6,6.8,44.5,kharif,low,6.3,Marathwada,bajra
128,53,134,red,medium,24.7,70.7,6.8,103.2,kharif,medium,6.3,Western Maharashtra,tomato
87,55,115,black,medium,22.4,71.4,6.8,80.7,rabi,medium,6.4,Western Maharashtra,tomato
105,77,132,red,medium,17.8,53.7,5.9,45.3,rabi,medium,5.9,Western Maharashtra,potato
142,71,103,laterite,low,31.3,63.7,5.9,211.8,zaid,low,6.7,Konkan,mango
117,53,42,laterite,high,27.8,84.1,6.2,271.7,kharif,high,5.8,Vidarbha,rice
121,62,101,red,medium,22.8,60.9,7.2,104.6,kharif,medium,6.8,Western Maharashtra,tomato
131,60,71,laterite,medium,31.2,70.0,6.4,159.9,zaid,medium,5.9,Western Maharashtra,mango
56,27,13,laterite,low,22.5,43.7,6.6,44.5,kharif,low,6.2,Marathwada,bajra
129,72,93,red,medium,19.5,63.3,6.7,70.1,kharif,medium,7.4,Western Maharashtra,onion
111,92,185,laterite,medium,24.8,52.4,7.8,64.9,rabi,medium,7.2,Marathwada,grapes
91,49,53,black,high,24.0,94.9,4.9,410.0,kharif,high,7.4,Western Maharashtra,rice
109,44,106,black,medium,24.7,60.8,6.3,52.8,zaid,medium,6.6,Western Maharashtra,tomato
37,29,20,black,low,37.1,51.6,7.6,62.0,kharif,low,7.1,Western Maharashtra,bajra
119,42,13,black,medium,32.0,73.3,6.8,89.0,kharif,low,7.5,Khandesh,cotton
38,54,48,alluvial,medium,26.6,63.8,6.1,71.4,kharif,medium,6.2,Vidarbha,soybean
57,45,27,red,low,32.0,44.0,6.1,43.2,kharif,low,7.1,Western Maharashtra,bajra
44,63,54,red,medium,28.3,73.7,6.7,30.0,kharif,medium,8.1,Khandesh,groundnut
120,78,111,black,medium,27.0,79.9,5.9,141.7,kharif,high,6.5,Marathwada,turmeric
148,40,23,black,low,30.4,45.1,6.4,95.4,kharif,medium,6.7,Marathwada,cotton
127,66,78,alluvial,medium,33.8,53.1,7.2,60.4,kharif,medium,5.9,Western Maharashtra,onion
117,76,138,red,medium,24.2,50.6,6.6,110.0,rabi,medium,7.4,Western Maharashtra,grapes
105,69,56,black,medium,25.2,59.5,5.9,112.4,rabi,medium,7.1,Vidarbha,maize
99,66,48,black,medium,21.7,53.5,6.2,68.2,rabi,medium,7.4,Western Maharashtra,wheat
29,61,65,red,medium,31.5,42.2,6.4,84.9,kharif,medium,7.6,Western Maharashtra,groundnut
40,85,35,black,medium,27.6,60.8,6.4,85.5,kharif,medium,6.7,Western Maharashtra,soybean
99,82,156,red,medium,11.8,73.4,6.2,65.4,rabi,medium,6.8,Vidarbha,potato
120,64,117,alluvial,medium,24.4,63.6,6.3,78.3,kharif,medium,6.8,Khandesh,onion
142,95,106,black,medium,26.5,50.2,7.5,56.6,rabi,medium,7.1,Marathwada,grapes
25,62,28,black,medium,27.3,43.7,6.5,46.1,kharif,low,6.4,Marathwada,tur
44,26,36,red,low,32.5,30.9,7.2,62.4,kharif,low,6.8,Western Maharashtra,bajra
110,72,125,red,medium,13.7,66.3,4.9,36.2,rabi,medium,6.5,Vidarbha,potato
